Basis DSP Conversion > All Report -- Safe-reach Conversion Details,,,,,,,,,,,,,,,,,,,,,,
Date Range: 7/25/2021 to 8/4/2021,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Brand ID,Brand Name,Group ID,Group Name,Campaign ID,Campaign Name,Start Date,End Date,Ad ID,Ad Label,Domain/App ID,App/Domain Name,Exchange ID,Exchange Name,Conversion ID,Conversion Name,Primary,Conversion Event Type,Customer Transaction ID,Conversion Attribution Source,Attributed Event Date/Time,Conversion Date/Time,Conversion Revenue
84500,Marist College,303588,UUID-2020145-Graduate-CMHC-DSP-Display,1111,UUID-2020145-Graduate-CMHC-DSP-Display-Retargeting,9/25/20,6/30/21,4457568,21-Marist-Graduate_300x50_MentalHealthCounseling.gif,screenrant.com,screenrant.com,8,Google,98123,Find a Program,No,VTC,[No Customer Transaction ID],Cross Device Conversion,02:53.3,33:18.5,$0.00 
84500,Marist College,303588,UUID-2020145-Graduate-CMHC-DSP-Display,1111,UUID-2020145-Graduate-CMHC-DSP-Display-Retargeting,9/25/20,6/30/21,4457568,21-Marist-Graduate_300x50_MentalHealthCounseling.gif,screenrant.com,screenrant.com,8,Google,98123,Find a Program,No,VTC,[No Customer Transaction ID],Cross Device Conversion,02:53.3,26:07.1,$0.00 
84500,Marist College,303588,UUID-2020145-Graduate-CMHC-DSP-Display,1111,UUID-2020145-Graduate-CMHC-DSP-Display-Retargeting,9/25/20,6/30/21,4457568,21-Marist-Graduate_300x50_MentalHealthCounseling.gif,screenrant.com,screenrant.com,8,Google,98123,Find a Program,No,VTC,[No Customer Transaction ID],Cross Device Conversion,02:53.3,30:53.6,$0.00 
84500,Marist College,303588,UUID-2020145-Graduate-CMHC-DSP-Display,1111,UUID-2020145-Graduate-CMHC-DSP-Display-Retargeting,9/25/20,6/30/21,4457568,21-Marist-Graduate_300x50_MentalHealthCounseling.gif,screenrant.com,screenrant.com,8,Google,98123,Find a Program,No,VTC,[No Customer Transaction ID],Cross Device Conversion,02:53.3,33:47.1,$0.00 
84500,Marist College,303588,UUID-2020145-Graduate-CMHC-DSP-Display,1111,UUID-2020145-Graduate-CMHC-DSP-Display-Retargeting,9/25/20,6/30/21,4457568,21-Marist-Graduate_300x50_MentalHealthCounseling.gif,screenrant.com,screenrant.com,8,Google,98123,Find a Program,No,VTC,[No Customer Transaction ID],Cross Device Conversion,02:53.3,36:17.7,$0.00 
84500,Marist College,303588,UUID-2020145-Graduate-CMHC-DSP-Display,1111,UUID-2020145-Graduate-CMHC-DSP-Display-Retargeting,9/25/20,6/30/21,4457568,21-Marist-Graduate_300x50_MentalHealthCounseling.gif,screenrant.com,screenrant.com,8,Google,98123,Find a Program,No,VTC,[No Customer Transaction ID],Cross Device Conversion,02:53.3,31:24.8,$0.00 
84500,Marist College,303588,UUID-2020145-Graduate-CMHC-DSP-Display,1111,UUID-2020145-Graduate-CMHC-DSP-Display-Retargeting,9/25/20,6/30/21,4457568,21-Marist-Graduate_300x50_MentalHealthCounseling.gif,screenrant.com,screenrant.com,8,Google,98123,Find a Program,No,VTC,[No Customer Transaction ID],Cross Device Conversion,02:53.3,32:18.5,$0.00 
84500,Marist College,303588,UUID-2020145-Graduate-CMHC-DSP-Display,1111,UUID-2020145-Graduate-CMHC-DSP-Display-Retargeting,9/25/20,6/30/21,4457564,21-Marist-Graduate_300x250_MentalHealthCounseling.gif,thesun.co.uk,thesun.co.uk,48,Index Exchange,105839,Virtual Visit Button,No,VTC,[No Customer Transaction ID],Cookie-based Conversion,15:47.9,27:04.8,$0.00 
84500,Marist College,303588,UUID-2020145-Graduate-CMHC-DSP-Display,1111,UUID-2020145-Graduate-CMHC-DSP-Display-Retargeting,9/25/20,6/30/21,4457568,21-Marist-Graduate_300x50_MentalHealthCounseling.gif,screenrant.com,screenrant.com,8,Google,98123,Find a Program,No,VTC,[No Customer Transaction ID],Cross Device Conversion,02:53.3,36:46.3,$0.00 
84500,Marist College,303588,UUID-2020145-Graduate-CMHC-DSP-Display,1111,UUID-2020145-Graduate-CMHC-DSP-Display-Retargeting,9/25/20,6/30/21,4457568,21-Marist-Graduate_300x50_MentalHealthCounseling.gif,screenrant.com,screenrant.com,8,Google,98123,Find a Program,No,VTC,[No Customer Transaction ID],Cross Device Conversion,02:53.3,27:11.5,$0.00 
84500,Marist College,303588,UUID-2020145-Graduate-CMHC-DSP-Display,1111,UUID-2020145-Graduate-CMHC-DSP-Display-Retargeting,9/25/20,6/30/21,4457564,21-Marist-Graduate_300x250_MentalHealthCounseling.gif,thesun.co.uk,thesun.co.uk,48,Index Exchange,98124,Visit Marist,No,VTC,[No Customer Transaction ID],Cookie-based Conversion,15:47.9,27:04.8,$0.00 
91945,Seattle Hashtag,331618,SR-2020790-Hashtag_Jan21_DigitalMarketing ,1111,LID-20201118-Seattle_Campaign_Retargeting,1/1/21,6/30/21,4946637,320 x 50.gif_Apr01_RT,yeahmotor.com,yeahmotor.com,3,PubMatic,112519,Completed Transaction,Yes,VTC,5ebde50c15b940959f4b4be505236cf1,Cross Device Conversion,42:17.7,10:44.1,$52.50 
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
