SiteScout RTB AD_DEVICE_TYPE Report -- AD_DEVICE_TYPE_DAILY_CAMPAIGN_report_30.csv
Date Range: 10/1/2023 to 10/31/2023

Date,Campaign ID,Campaign Name,Start Date,End Date,Ad ID,Ad Label,Device Type,Imps. Won,Clicks,CTR,Total eCPM,Total eCPC,Total eCPA,CTC,VTC,Total Conversions,CTC Revenue,VTC Revenue,Total Revenue,Media Spend,Data Spend,Total Spend,Audio/Video Starts,25% Complete,50% Complete,75% Complete,100% Complete,Completion Rate,eCPCV,Companion Imps. Won,Companion Clicks,Companion CTC,Companion CTC Revenue
10/1/2023,1111,LANDAIRSEA002CP_[CPC]_Display_|BT|(DNB: Job Titles)_Oct_Geo(US),10/1/2023,10/2/2023,7106915,LANDAIRSEA002CP_[CPC]_Display_|BT|(DNB: Job Titles)_Oct_Geo(US)_728x90,DESKTOP,1138,3,0.26%,$4.63 ,$1.76 ,$0.00 ,0,0,0,$0.00 ,$0.00 ,$0.00 ,$1.50 ,$3.77 ,$5.27 ,0,0,0,0,0,0.00%,$0.00 ,0,0,0,$0.00 
10/2/2023,1111,LANDAIRSEA002CP_[CPC]_Display_|BT|(DNB: Job Titles)_Oct_Geo(US),10/1/2023,10/2/2023,7106915,LANDAIRSEA002CP_[CPC]_Display_|BT|(DNB: Job Titles)_Oct_Geo(US)_728x90,DESKTOP,787,0,0.00%,$4.63 ,$0.00 ,$0.00 ,0,0,0,$0.00 ,$0.00 ,$0.00 ,$1.04 ,$2.60 ,$3.64 ,0,0,0,0,0,0.00%,$0.00 ,0,0,0,$0.00 
10/1/2023,1111,LANDAIRSEA002CP_[CPC]_Display_|BT|(DNB: Job Titles)_Oct_Geo(US),10/1/2023,10/2/2023,7106916,LANDAIRSEA002CP_[CPC]_Display_|BT|(DNB: Job Titles)_Oct_Geo(US)_160x600,DESKTOP,251,0,0.00%,$4.64 ,$0.00 ,$0.00 ,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.33 ,$0.83 ,$1.17 ,0,0,0,0,0,0.00%,$0.00 ,0,0,0,$0.00 
10/2/2023,1111,LANDAIRSEA002CP_[CPC]_Display_|BT|(DNB: Job Titles)_Oct_Geo(US),10/1/2023,10/2/2023,7106916,LANDAIRSEA002CP_[CPC]_Display_|BT|(DNB: Job Titles)_Oct_Geo(US)_160x600,DESKTOP,148,1,0.68%,$4.66 ,$0.69 ,$0.00 ,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.20 ,$0.49 ,$0.69 ,0,0,0,0,0,0.00%,$0.00 ,0,0,0,$0.00 
10/1/2023,1111,LANDAIRSEA002CP_[CPC]_Display_|BT|(DNB: Job Titles)_Oct_Geo(US),10/1/2023,10/2/2023,7106917,LANDAIRSEA002CP_[CPC]_Display_|BT|(DNB: Job Titles)_Oct_Geo(US)_300x600,DESKTOP,172,0,0.00%,$4.65 ,$0.00 ,$0.00 ,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.23 ,$0.57 ,$0.80 ,0,0,0,0,0,0.00%,$0.00 ,0,0,0,$0.00 
10/2/2023,1111,LANDAIRSEA002CP_[CPC]_Display_|BT|(DNB: Job Titles)_Oct_Geo(US),10/1/2023,10/2/2023,7106917,LANDAIRSEA002CP_[CPC]_Display_|BT|(DNB: Job Titles)_Oct_Geo(US)_300x600,DESKTOP,106,0,0.00%,$4.68 ,$0.00 ,$0.00 ,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.15 ,$0.35 ,$0.50 ,0,0,0,0,0,0.00%,$0.00 ,0,0,0,$0.00 
10/1/2023,1111,LANDAIRSEA002CP_[CPC]_Display_|BT|(Shipping Services)_Oct_Geo(US),10/1/2023,10/2/2023,7106918,LANDAIRSEA002CP_[CPC]_Display_|BT|(Shipping Services)_Oct_Geo(US)_160x600,DESKTOP,256,1,0.39%,$3.62 ,$0.93 ,$0.00 ,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.33 ,$0.59 ,$0.93 ,0,0,0,0,0,0.00%,$0.00 ,0,0,0,$0.00 
10/2/2023,1111,LANDAIRSEA002CP_[CPC]_Display_|BT|(Shipping Services)_Oct_Geo(US),10/1/2023,10/2/2023,7106918,LANDAIRSEA002CP_[CPC]_Display_|BT|(Shipping Services)_Oct_Geo(US)_160x600,DESKTOP,162,1,0.62%,$3.63 ,$0.59 ,$0.00 ,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.21 ,$0.37 ,$0.59 ,0,0,0,0,0,0.00%,$0.00 ,0,0,0,$0.00 
10/1/2023,1111,LANDAIRSEA002CP_[CPC]_Display_|RT|(Search 1st Party)_Oct_Geo(US),10/1/2023,10/2/2023,7107151,LANDAIRSEA002CP_[CPC]_Display_|RT|(Search 1st Party)_Oct_Geo(US)_300x50,DESKTOP,25,0,0.00%,$3.37 ,$0.00 ,$0.00 ,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.06 ,$0.02 ,$0.08 ,0,0,0,0,0,0.00%,$0.00 ,0,0,0,$0.00 
10/2/2023,1111,LANDAIRSEA002CP_[CPC]_Display_|RT|(Search 1st Party)_Oct_Geo(US),10/1/2023,10/2/2023,7107151,LANDAIRSEA002CP_[CPC]_Display_|RT|(Search 1st Party)_Oct_Geo(US)_300x50,DESKTOP,6,0,0.00%,$3.38 ,$0.00 ,$0.00 ,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.02 ,$0.00 ,$0.02 ,0,0,0,0,0,0.00%,$0.00 ,0,0,0,$0.00 
10/1/2023,1111,LANDAIRSEA002CP_[CPC]_Display_|RT|(Search 1st Party)_Oct_Geo(US),10/1/2023,10/2/2023,7107153,LANDAIRSEA002CP_[CPC]_Display_|RT|(Search 1st Party)_Oct_Geo(US)_300x250,DESKTOP,185,0,0.00%,$3.36 ,$0.00 ,$0.00 ,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.47 ,$0.15 ,$0.62 ,0,0,0,0,0,0.00%,$0.00 ,0,0,0,$0.00 
10/2/2023,1111,LANDAIRSEA002CP_[CPC]_Display_|RT|(Search 1st Party)_Oct_Geo(US),10/1/2023,10/2/2023,7107153,LANDAIRSEA002CP_[CPC]_Display_|RT|(Search 1st Party)_Oct_Geo(US)_300x250,DESKTOP,123,0,0.00%,$3.25 ,$0.00 ,$0.00 ,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.30 ,$0.10 ,$0.40 ,0,0,0,0,0,0.00%,$0.00 ,0,0,0,$0.00 
10/1/2023,1111,LANDAIRSEA002CP_[CPC]_Display_|RT|(Search 1st Party)_Oct_Geo(US),10/1/2023,10/2/2023,7107154,LANDAIRSEA002CP_[CPC]_Display_|RT|(Search 1st Party)_Oct_Geo(US)_300x600,DESKTOP,19,0,0.00%,$3.40 ,$0.00 ,$0.00 ,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.05 ,$0.02 ,$0.06 ,0,0,0,0,0,0.00%,$0.00 ,0,0,0,$0.00 
10/2/2023,1111,LANDAIRSEA002CP_[CPC]_Display_|RT|(Search 1st Party)_Oct_Geo(US),10/1/2023,10/2/2023,7107154,LANDAIRSEA002CP_[CPC]_Display_|RT|(Search 1st Party)_Oct_Geo(US)_300x600,DESKTOP,16,0,0.00%,$3.28 ,$0.00 ,$0.00 ,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.04 ,$0.01 ,$0.05 ,0,0,0,0,0,0.00%,$0.00 ,0,0,0,$0.00 
10/1/2023,1111,LANDAIRSEA002CP_[CPC]_Display_|RT|(Site)_Oct_Geo(US),10/1/2023,10/2/2023,7107155,LANDAIRSEA002CP_[CPC]_Display_|RT|(Site)_Oct_Geo(US)_728x90,DESKTOP,267,0,0.00%,$3.28 ,$0.00 ,$0.00 ,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.66 ,$0.22 ,$0.88 ,0,0,0,0,0,0.00%,$0.00 ,0,0,0,$0.00 
10/2/2023,1111,LANDAIRSEA002CP_[CPC]_Display_|RT|(Site)_Oct_Geo(US),10/1/2023,10/2/2023,7107155,LANDAIRSEA002CP_[CPC]_Display_|RT|(Site)_Oct_Geo(US)_728x90,DESKTOP,163,0,0.00%,$3.24 ,$0.00 ,$0.00 ,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.40 ,$0.13 ,$0.53 ,0,0,0,0,0,0.00%,$0.00 ,0,0,0,$0.00 
10/1/2023,1111,LANDAIRSEA002CP_[CPC]_Display_|RT|(Search 1st Party)_Oct_Geo(US),10/1/2023,10/2/2023,7107156,LANDAIRSEA002CP_[CPC]_Display_|RT|(Search 1st Party)_Oct_Geo(US)_970x90,DESKTOP,10,0,0.00%,$3.29 ,$0.00 ,$0.00 ,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.02 ,$0.01 ,$0.03 ,0,0,0,0,0,0.00%,$0.00 ,0,0,0,$0.00 
10/2/2023,1111,LANDAIRSEA002CP_[CPC]_Display_|RT|(Search 1st Party)_Oct_Geo(US),10/1/2023,10/2/2023,7107156,LANDAIRSEA002CP_[CPC]_Display_|RT|(Search 1st Party)_Oct_Geo(US)_970x90,DESKTOP,7,0,0.00%,$3.44 ,$0.00 ,$0.00 ,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.02 ,$0.01 ,$0.02 ,0,0,0,0,0,0.00%,$0.00 ,0,0,0,$0.00 
10/1/2023,1111,LANDAIRSEA002CP_[CPC]_Display_|RT|(Cart Abandoners)_Oct_Geo(US),10/1/2023,10/2/2023,7107157,LANDAIRSEA002CP_[CPC]_Display_|RT|(Cart Abandoners)_Oct_Geo(US)_300x250,DESKTOP,9,0,0.00%,$3.52 ,$0.00 ,$0.00 ,0,0,0,$0.00 ,$0.00 ,$0.00 ,$0.02 ,$0.01 ,$0.03 ,0,0,0,0,0,0.00%,$0.00 ,0,0,0,$0.00 
