SiteScout RTB Domains > Exchanges > Placements Report -- DOMAIN_APP_WITH_STORE_PER_EXCHANGE_PER_PLACEMENT_DAILY_BRAND_report_21_with_pixels.csv
Date Range: 10/1/2023 to 10/2/2023

Date,Brand ID,Brand Name,Group ID,Group Name,Campaign ID,Campaign Name,Start Date,End Date,Domain/App ID,App/Domain Name,App Store,Exchange ID,Exchange Name,Size,Page Position,Imps. Won,Clicks,CTR,Total eCPM,Total eCPC,Total eCPA,CTC,VTC,Total Conversions,Click CVR,View CVR,Total CVRM,CTC Revenue,VTC Revenue,Total Revenue,Media Spend,Data Spend,Total Spend,Audio/Video Starts,25% Complete,50% Complete,75% Complete,100% Complete,Completion Rate,eCPCV,Companion Imps. Won,Companion Clicks,Companion CTC,Companion CTC Revenue,SO Outlet - Main LPV [166435] - CTC,SO Outlet - Main LPV [166435] - VTC,SO Outlet - Main LPV [166435] - Total Conversions,SO Outlet - Store Locator LPV [166436] - CTC,SO Outlet - Store Locator LPV [166436] - VTC,SO Outlet - Store Locator LPV [166436] - Total Conversions
2023-10-01,111970,35ae0e48-630c-4f57-b46f-84503a8152fd - LandAirSea,611183,LANDAIRSEA002CP_[CPA]_Display_Oct_Geo(US),2648358,LANDAIRSEA002CP_[CPC]_Display_|BT|(DNB: Job Titles)_Oct_Geo(US),2023-10-01,2023-10-02,[No Domain/App ID],[No App/Domain Name],[No App Store],1,Magnite DV+ (Rubicon),160x600,UNKNOWN,3,0,%0.0000,$4.673537,$0.000000,$0.000000,0,0,0,%0.0000,%0.0000,%0.0000,$0.000000,$0.000000,$0.000000,$0.004091,$0.009930,$0.014021,0,0,0,0,0,%0.0000,-,0,0,0,$0.000000,0,0,0,0,0,0
2023-10-01,111970,35ae0e48-630c-4f57-b46f-84503a8152fd - LandAirSea,611183,LANDAIRSEA002CP_[CPA]_Display_Oct_Geo(US),2648358,LANDAIRSEA002CP_[CPC]_Display_|BT|(DNB: Job Titles)_Oct_Geo(US),2023-10-01,2023-10-02,[No Domain/App ID],[No App/Domain Name],[No App Store],1,Magnite DV+ (Rubicon),160x600,UNKNOWN,1,0,%0.0000,$4.649480,$0.000000,$0.000000,0,0,0,%0.0000,%0.0000,%0.0000,$0.000000,$0.000000,$0.000000,$0.001339,$0.003310,$0.004649,0,0,0,0,0,%0.0000,-,0,0,0,$0.000000,0,0,0,0,0,0
2023-10-01,111970,35ae0e48-630c-4f57-b46f-84503a8152fd - LandAirSea,611183,LANDAIRSEA002CP_[CPA]_Display_Oct_Geo(US),2648358,LANDAIRSEA002CP_[CPC]_Display_|BT|(DNB: Job Titles)_Oct_Geo(US),2023-10-01,2023-10-02,[No Domain/App ID],[No App/Domain Name],[No App Store],1,Magnite DV+ (Rubicon),160x600,UNKNOWN,1,0,%0.0000,$4.680410,$0.000000,$0.000000,0,0,0,%0.0000,%0.0000,%0.0000,$0.000000,$0.000000,$0.000000,$0.001370,$0.003310,$0.004680,0,0,0,0,0,%0.0000,-,0,0,0,$0.000000,0,0,0,0,0,0
2023-10-01,111970,35ae0e48-630c-4f57-b46f-84503a8152fd - LandAirSea,611183,LANDAIRSEA002CP_[CPA]_Display_Oct_Geo(US),2648358,LANDAIRSEA002CP_[CPC]_Display_|BT|(DNB: Job Titles)_Oct_Geo(US),2023-10-01,2023-10-02,[No Domain/App ID],[No App/Domain Name],[No App Store],1,Magnite DV+ (Rubicon),160x600,UNKNOWN,1,0,%0.0000,$4.639180,$0.000000,$0.000000,0,0,0,%0.0000,%0.0000,%0.0000,$0.000000,$0.000000,$0.000000,$0.001329,$0.003310,$0.004639,0,0,0,0,0,%0.0000,-,0,0,0,$0.000000,0,0,0,0,0,0
2023-10-01,111970,35ae0e48-630c-4f57-b46f-84503a8152fd - LandAirSea,611183,LANDAIRSEA002CP_[CPA]_Display_Oct_Geo(US),2648358,LANDAIRSEA002CP_[CPC]_Display_|BT|(DNB: Job Titles)_Oct_Geo(US),2023-10-01,2023-10-02,[No Domain/App ID],[No App/Domain Name],[No App Store],1,Magnite DV+ (Rubicon),160x600,UNKNOWN,1,0,%0.0000,$4.701030,$0.000000,$0.000000,0,0,0,%0.0000,%0.0000,%0.0000,$0.000000,$0.000000,$0.000000,$0.001391,$0.003310,$0.004701,0,0,0,0,0,%0.0000,-,0,0,0,$0.000000,0,0,0,0,0,0
2023-10-01,111970,35ae0e48-630c-4f57-b46f-84503a8152fd - LandAirSea,611183,LANDAIRSEA002CP_[CPA]_Display_Oct_Geo(US),2648356,LANDAIRSEA002CP_[CPC]_Display_|RT|(Site)_Oct_Geo(US),2023-10-01,2023-10-02,[No Domain/App ID],[No App/Domain Name],[No App Store],1,Magnite DV+ (Rubicon),250x250,UNKNOWN,1,0,%0.0000,$3.597940,$0.000000,$0.000000,0,0,0,%0.0000,%0.0000,%0.0000,$0.000000,$0.000000,$0.000000,$0.002788,$0.000810,$0.003598,0,0,0,0,0,%0.0000,-,0,0,0,$0.000000,0,0,0,0,0,0
2023-10-01,111970,35ae0e48-630c-4f57-b46f-84503a8152fd - LandAirSea,611183,LANDAIRSEA002CP_[CPA]_Display_Oct_Geo(US),2648357,LANDAIRSEA002CP_[CPC]_Display_|BT|(Shipping Services)_Oct_Geo(US),2023-10-01,2023-10-02,[No Domain/App ID],[No App/Domain Name],[No App Store],1,Magnite DV+ (Rubicon),250x250,UNKNOWN,1,0,%0.0000,$3.783610,$0.000000,$0.000000,0,0,0,%0.0000,%0.0000,%0.0000,$0.000000,$0.000000,$0.000000,$0.001474,$0.002310,$0.003784,0,0,0,0,0,%0.0000,-,0,0,0,$0.000000,0,0,0,0,0,0
2023-10-01,111970,35ae0e48-630c-4f57-b46f-84503a8152fd - LandAirSea,611183,LANDAIRSEA002CP_[CPA]_Display_Oct_Geo(US),2648358,LANDAIRSEA002CP_[CPC]_Display_|BT|(DNB: Job Titles)_Oct_Geo(US),2023-10-01,2023-10-02,[No Domain/App ID],[No App/Domain Name],[No App Store],1,Magnite DV+ (Rubicon),250x250,UNKNOWN,7,0,%0.0000,$4.768853,$0.000000,$0.000000,0,0,0,%0.0000,%0.0000,%0.0000,$0.000000,$0.000000,$0.000000,$0.010212,$0.023170,$0.033382,0,0,0,0,0,%0.0000,-,0,0,0,$0.000000,0,0,0,0,0,0
2023-10-01,111970,35ae0e48-630c-4f57-b46f-84503a8152fd - LandAirSea,611183,LANDAIRSEA002CP_[CPA]_Display_Oct_Geo(US),2648356,LANDAIRSEA002CP_[CPC]_Display_|RT|(Site)_Oct_Geo(US),2023-10-01,2023-10-02,[No Domain/App ID],[No App/Domain Name],[No App Store],1,Magnite DV+ (Rubicon),300x100,UNKNOWN,1,0,%0.0000,$3.284330,$0.000000,$0.000000,0,0,0,%0.0000,%0.0000,%0.0000,$0.000000,$0.000000,$0.000000,$0.002474,$0.000810,$0.003284,0,0,0,0,0,%0.0000,-,0,0,0,$0.000000,0,0,0,0,0,0
2023-10-01,111970,35ae0e48-630c-4f57-b46f-84503a8152fd - LandAirSea,611183,LANDAIRSEA002CP_[CPA]_Display_Oct_Geo(US),2648354,LANDAIRSEA002CP_[CPC]_Display_|RT|(Cart Abandoners)_Oct_Geo(US),2023-10-01,2023-10-02,[No Domain/App ID],[No App/Domain Name],[No App Store],1,Magnite DV+ (Rubicon),300x250,UNKNOWN,1,0,%0.0000,$3.474230,$0.000000,$0.000000,0,0,0,%0.0000,%0.0000,%0.0000,$0.000000,$0.000000,$0.000000,$0.002664,$0.000810,$0.003474,0,0,0,0,0,%0.0000,-,0,0,0,$0.000000,0,0,0,0,0,0
2023-10-01,111970,35ae0e48-630c-4f57-b46f-84503a8152fd - LandAirSea,611183,LANDAIRSEA002CP_[CPA]_Display_Oct_Geo(US),2648354,LANDAIRSEA002CP_[CPC]_Display_|RT|(Cart Abandoners)_Oct_Geo(US),2023-10-01,2023-10-02,[No Domain/App ID],[No App/Domain Name],[No App Store],1,Magnite DV+ (Rubicon),300x250,UNKNOWN,1,0,%0.0000,$3.391750,$0.000000,$0.000000,0,0,0,%0.0000,%0.0000,%0.0000,$0.000000,$0.000000,$0.000000,$0.002582,$0.000810,$0.003392,0,0,0,0,0,%0.0000,-,0,0,0,$0.000000,0,0,0,0,0,0
2023-10-01,111970,35ae0e48-630c-4f57-b46f-84503a8152fd - LandAirSea,611183,LANDAIRSEA002CP_[CPA]_Display_Oct_Geo(US),2648354,LANDAIRSEA002CP_[CPC]_Display_|RT|(Cart Abandoners)_Oct_Geo(US),2023-10-01,2023-10-02,[No Domain/App ID],[No App/Domain Name],[No App Store],1,Magnite DV+ (Rubicon),300x250,UNKNOWN,1,0,%0.0000,$3.422680,$0.000000,$0.000000,0,0,0,%0.0000,%0.0000,%0.0000,$0.000000,$0.000000,$0.000000,$0.002613,$0.000810,$0.003423,0,0,0,0,0,%0.0000,-,0,0,0,$0.000000,0,0,0,0,0,0
2023-10-01,111970,35ae0e48-630c-4f57-b46f-84503a8152fd - LandAirSea,611183,LANDAIRSEA002CP_[CPA]_Display_Oct_Geo(US),2648354,LANDAIRSEA002CP_[CPC]_Display_|RT|(Cart Abandoners)_Oct_Geo(US),2023-10-01,2023-10-02,[No Domain/App ID],[No App/Domain Name],[No App Store],1,Magnite DV+ (Rubicon),300x250,UNKNOWN,2,0,%0.0000,$3.546495,$0.000000,$0.000000,0,0,0,%0.0000,%0.0000,%0.0000,$0.000000,$0.000000,$0.000000,$0.005473,$0.001620,$0.007093,0,0,0,0,0,%0.0000,-,0,0,0,$0.000000,0,0,0,0,0,0
2023-10-01,111970,35ae0e48-630c-4f57-b46f-84503a8152fd - LandAirSea,611183,LANDAIRSEA002CP_[CPA]_Display_Oct_Geo(US),2648354,LANDAIRSEA002CP_[CPC]_Display_|RT|(Cart Abandoners)_Oct_Geo(US),2023-10-01,2023-10-02,[No Domain/App ID],[No App/Domain Name],[No App Store],1,Magnite DV+ (Rubicon),300x250,UNKNOWN,1,0,%0.0000,$3.494850,$0.000000,$0.000000,0,0,0,%0.0000,%0.0000,%0.0000,$0.000000,$0.000000,$0.000000,$0.002685,$0.000810,$0.003495,0,0,0,0,0,%0.0000,-,0,0,0,$0.000000,0,0,0,0,0,0
